auto_id,auto_brand,auto_model,auto_year,auto_value,id_cliente,city
2007Fi8569,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2007,17000,27578,GUARAPUAVA
2008Fi10321,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2008,13000,3183,GUARULHOS
2008Fi15300,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2008,20000,4559,GUARULHOS
2008Fi22916,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2008,20000,18871,IBIRAMA
2008Fi24113,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2008,21995,12087,ITABIRITO
2008Fi30365,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2008,15000,2957,ITABORAI
2008Fi8762,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2008,22700,11668,ITAPEVA
2009Fi10808,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2009,15000,11596,ITUMBIARA
2009Fi1878,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2009,20000,28107,JAGUARIBE
2009Fi19928,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2009,18000,4459,JAPARATUBA
2009Fi25480,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2009,25000,13464,JUATUBA
2009Fi27066,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2009,25000,17971,LEOPOLDINA
2009Fi30566,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2009,21000,1574,MAIRINQUE
2010Fi2110,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2010,28000,18165,MANAUS
2010Fi21430,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2010,20000,4390,MARINGA
2010Fi4635,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2010,20000,22046,MARINGA
2010Fi8270,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2010,26000,34620,MOGI GUACU
2010Fi9980,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2010,15000,10984,MOGI MIRIM
2011Fi1313,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2011,27000,7017,MORUNGABA
2011Fi28742,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2011,20000,12921,NILOPOLIS
2011Fi31129,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2011,22000,14292,OSASCO
2011Fi32376,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2011,30000,2387,PARAUAPEBAS
2011Fi8936,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2011,25000,13836,PARAUAPEBAS
2012Fi11118,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2012,28000,12703,PAULISTA
2012Fi14495,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2012,27000,2966,PELOTAS
2012Fi3731,Fiat,Strada 1.4 mpi Fire Flex 8V CE,2012,35000,6922,PENHA
2006Fi32504,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2006,10000,3918,PINHAIS
2006Fi7268,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2006,15000,11342,PIRAI
2006Fi7403,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2006,17000,30371,PONTA PORA
2006Fi774,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2006,16000,17712,PORTO ALEGRE
2007Fi13406,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2007,18000,11107,PRAIA GRANDE
2007Fi13569,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2007,15000,8842,RECIFE
2007Fi14218,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2007,22000,10640,RIO DE JANEIRO
2007Fi14468,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2007,18000,26037,RIO DE JANEIRO
2007Fi4860,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2007,26000,10750,ROLANDIA
2008Fi1788,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2008,23600,4082,SANTA FE DO SUL
2008Fi21309,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2008,19000,15620,SANTA ROSA
2008Fi4099,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2008,19600,18128,SANTO ANTONIO DO DESCOBERTO
2008Fi5809,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2008,20000,7544,SAO JOAO DE MERITI
2008Fi734,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2008,26000,10726,SAO JOAQUIM DE BICAS
2009Fi17894,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2009,20000,5012,SAO LOURENCO
2009Fi34222,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2009,6000,13442,SAO LUIS
2010Fi29944,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2010,25000,6707,SAO PAULO
2010Fi29963,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2010,19000,9579,SAO PAULO
2011Fi12118,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2011,24500,10972,SAO PAULO
2011Fi14528,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2011,20000,12887,SAO PAULO
2011Fi17946,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2011,20000,13077,SAO PAULO
2011Fi22768,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2011,20000,14598,SAO PAULO
2011Fi31804,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2011,21000,21244,SAO PAULO
2011Fi32363,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2011,22000,35250,SAO SEBASTIAO DO PARAISO
2012Fi13184,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2012,34000,30236,SENADOR CANEDO
2012Fi34225,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2012,24000,25599,SENADOR CANEDO
2013Fi2676,Fiat,Strada Adv. M. March. 1.8 Flex 16V CD,2013,40000,34550,SETE LAGOAS
2013Fi35013,Fiat,Strada Adv. M. March.1.8 Dual. Flex CD,2013,90000,4960,SOROCABA
2014Fi30049,Fiat,Strada Adv.1.8 16V  LOCKER Dual. Flex CE,2014,40000,34764,SOROCABA
2014Fi4469,Fiat,Strada Adv.1.8 16V  LOCKER Dual. Flex CE,2014,50000,8352,SUMARE
2015Fi26191,Fiat,Strada Adv.1.8 16V  LOCKER Dual. Flex CE,2015,60000,30673,SUZANO
2015Fi7995,Fiat,Strada Adv.1.8 16V  LOCKER Dual. Flex CE,2015,65000,12456,TABOAO DA SERRA
2012Fi17091,Fiat,Strada Adv.1.8 16V Dualogic Flex CD,2012,40000,34661,TABOAO DA SERRA
2012Fi28965,Fiat,Strada Adv.1.8 16V Dualogic Flex CD,2012,38000,7641,TATUI
2012Fi4521,Fiat,Strada Adv.1.8 16V Dualogic Flex CD,2012,45000,6005,TATUI
2013Fi30086,Fiat,Strada Adv.1.8 16V Dualogic Flex CD,2013,30000,8303,TERESINA
2015Fi7079,Fiat,Strada Adv.1.8 16V Dualogic Flex CD,2015,50000,6367,VARZEA GRANDE
2015Fi7290,Fiat,Strada Adv.1.8 16V Dualogic Flex CD,2015,55565,13259,VOLTA REDONDA
2012Fi23200,Fiat,Strada Adv.1.8 16V LOCKER Dualo. Flex CD,2012,30000,18976,VOLTA REDONDA
2012Fi5937,Fiat,Strada Adv.1.8 16V LOCKER Dualo. Flex CD,2012,42000,17198,VOTORANTIM
2012Fi6714,Fiat,Strada Adv.1.8 16V LOCKER Dualo. Flex CD,2012,66000,17363,MATAO
2013Fi30527,Fiat,Strada Adv.1.8 16V LOCKER Dualo. Flex CD,2013,42000,21920,MOGI DAS CRUZES
2005Fi11492,Fiat,Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE,2005,20560,33418,OSASCO
2005Fi15585,Fiat,Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE,2005,25000,17921,FRANCISCO BELTRAO
2005Fi1579,Fiat,Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE,2005,20000,11468,SANTO ANDRE
2005Fi30582,Fiat,Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE,2005,20000,1975,CACHOEIRINHA
2005Fi32955,Fiat,Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE,2005,20000,2371,PANAMBI
2005Fi7377,Fiat,Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE,2005,15000,14755,TRES MARIAS
2006Fi12693,Fiat,Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE,2006,19000,1770,MANAUS
2006Fi14817,Fiat,Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE,2006,22000,16587,NATAL
2006Fi16422,Fiat,Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE,2006,22000,3124,NITEROI
2007Fi14480,Fiat,Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE,2007,24000,30184,ARARI
2008Fi34544,Fiat,Strada Adv/Adv TRYON 1.8 mpi Flex 8V CE,2008,15000,3609,PETROLINA
2002Fi20569,Fiat,Strada Adventure 1.6 mpi 16V CE,2002,17000,13145,HORTOLANDIA
2002Fi28296,Fiat,Strada Adventure 1.6 mpi 16V CE,2002,13000,14138,RIBEIRAO PIRES
2002Fi33336,Fiat,Strada Adventure 1.6 mpi 16V CE,2002,17000,14761,RIO VERDE
2002Fi34958,Fiat,Strada Adventure 1.6 mpi 16V CE,2002,17000,13154,SAO JOSE DOS PINHAIS
2002Fi822,Fiat,Strada Adventure 1.6 mpi 16V CE,2002,13000,16380,RECIFE
2004Fi19779,Fiat,Strada Adventure 1.8 mpi 8V 103cv CE,2004,10000,1101,BRASILIA
2004Fi32453,Fiat,Strada Adventure 1.8 mpi 8V 103cv CE,2004,26000,6687,IBIRA
2004Fi7469,Fiat,Strada Adventure 1.8 mpi 8V 103cv CE,2004,15005,10443,SAO LUIS
2009Fi10358,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2009,29000,9793,ARACAJU
2009Fi10640,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2009,25000,13592,ARARAS
2009Fi17682,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2009,35000,2432,CAMPO GRANDE
2009Fi1778,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2009,29000,9255,PEDREGULHO
2009Fi1823,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2009,55000,8454,SAO BERNARDO DO CAMPO
2009Fi19065,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2009,30000,2384,SAO PAULO
2009Fi19691,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2009,30000,10215,BELO HORIZONTE
2009Fi23674,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2009,31500,13319,CAMACARI
2009Fi29613,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2009,30000,7314,AMERICANA
2009Fi7252,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2009,28000,15210,SUZANO
2010Fi11603,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2010,30800,1486,LAGOA VERMELHA
2010Fi14436,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2010,30000,3061,ITAPUI
2010Fi2253,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2010,36000,1187,BARUERI
2010Fi23256,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2010,35000,6822,BELO HORIZONTE
2010Fi32995,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2010,30854,9145,JOINVILLE
2010Fi8045,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2010,32000,13257,VARGEM GRANDE PAULISTA
2011Fi26466,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2011,25000,3479,MANAUS
2011Fi29184,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2011,27000,23954,CURITIBA
2011Fi4681,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2011,34000,5122,LUIS ANTONIO
2011Fi5053,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2011,32000,17433,PARAPUA
2012Fi16163,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2012,39000,17336,BRAZLANDIA
2012Fi8528,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2012,12000,34349,CAMPO GRANDE
2015Fi7587,Fiat,Strada Adventure 1.8/ 1.8 LOCKER Flex CE,2015,49957,13823,AMERICANA
2016Fi16763,Fiat,Strada Adventure Ext. 1.8  Dual. Flex CD,2016,70000,15388,SAO PAULO
2010Fi18227,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2010,30000,14290,BELO HORIZONTE
2010Fi18405,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2010,35000,6292,ARAPONGAS
2010Fi20104,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2010,28000,8432,FRANCA
2010Fi21167,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2010,38000,13165,ITUPEVA
2010Fi21380,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2010,33000,9806,PIRACICABA
2010Fi21635,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2010,35000,5266,PALMAS
2010Fi22543,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2010,35000,13291,CAMPO GRANDE
2010Fi22906,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2010,39000,12857,RIBEIRAO BONITO
2010Fi28006,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2010,34725,18629,ABDON BATISTA
2010Fi29186,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2010,30000,33658,ABDON BATISTA
2010Fi29953,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2010,28000,5488,ABREU E LIMA
2010Fi8842,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2010,35000,9335,ACU
2011Fi11278,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2011,35000,4198,AGROLANDIA
2011Fi11428,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2011,35000,7755,AGUA CLARA
2011Fi13879,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2011,30000,2461,AGUANIL
2011Fi21265,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2011,45000,4216,AGUAS LINDAS DE GOIAS
2011Fi22134,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2011,34000,18862,AGUAS LINDAS DE GOIAS
2012Fi1152,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2012,39000,6575,AGUAS LINDAS DE GOIAS
2012Fi5000,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2012,40000,7376,AGUAS LINDAS DE GOIAS
2013Fi2887,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2013,45000,10801,ALMENARA
2013Fi3598,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2013,50000,2359,ALMIRANTE TAMANDARE
2014Fi23114,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2014,50000,12034,ALTAMIRA
2015Fi11431,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2015,64000,8302,ALVORADA
2015Fi16826,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2015,45000,13444,ALVORADA
2015Fi7302,Fiat,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2015,60000,5320,AMERICANA
2011Fi5366,Fiat,Strada Celeb. 1.4 mpi Fire Flex 8V CE,2011,22900,10116,AMERICANA
2011Fi29383,Fiat,Strada Celeb. 1.4 mpi Fire Flex 8V CS,2011,23000,6823,AMERICO DE CAMPOS
2012Fi3890,Fiat,Strada Celeb. 1.4 mpi Fire Flex 8V CS,2012,22222,34836,AMERICO DE CAMPOS
1999Fi12982,Fiat,Strada LX 1.6 16V CE,1999,13000,10992,ANANINDEUA
2000Fi24568,Fiat,Strada LX 1.6 16V CE,2000,15000,35915,ANANINDEUA
2001Fi15934,Fiat,Strada LX 1.6 16V CE,2001,16000,15970,ANDORINHA
1999Fi29389,Fiat,Strada LX 1.6 mpi 16V,1999,10000,17401,ANDRADINA
2001Fi27657,Fiat,Strada LX 1.6 mpi 16V,2001,15900,26889,ANDRADINA
2012Fi27624,Fiat,Strada Sporting 1.8 Flex 16V CE,2012,40000,8384,ANGELICA
2006Fi1786,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2006,17000,9563,ANGELIM
2006Fi22686,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2006,28000,1429,ANGRA DOS REIS
2006Fi25411,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2006,16000,28448,ANTONIO MARQUES
2006Fi30410,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2006,23000,3296,APARECIDA DE GOIANIA
2007Fi488,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2007,26000,9012,APARECIDA DE GOIANIA
2009Fi10385,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2009,25000,16149,APARECIDA DE GOIANIA
2009Fi12426,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2009,26000,16365,APARECIDA DE GOIANIA
2009Fi18013,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2009,25000,31839,APIACAS
2009Fi22441,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2009,26000,17646,APODI
2009Fi28203,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2009,25000,19005,AQUIRAZ
2009Fi30550,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2009,23000,11663,ARACAJU
2010Fi16690,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2010,30000,17904,ARACAJU
2010Fi30043,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2010,45000,30235,ARACAJU
2010Fi6414,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2010,33000,34516,ARACAJU
2010Fi7110,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2010,26000,6825,ARACATI
2010Fi8271,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2010,26000,8878,ARACATUBA
2010Fi8306,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2010,22000,11247,ARACATUBA
2010Fi8984,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2010,25000,16611,ARACOIABA DA SERRA
2011Fi16027,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,2011,38000,12558,ARAGUAINA
2007Fi13030,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CS,2007,19000,12777,ARAGUAINA
2007Fi20504,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CS,2007,20000,35905,ARAGUANA
2008Fi10219,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CS,2008,12000,2826,ARAPIRACA
2008Fi19901,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CS,2008,33000,12810,ARAPONGAS
2008Fi32029,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CS,2008,20000,30239,ARAPOTI
2008Fi9397,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CS,2008,25000,17473,ARAQUARI
2009Fi5384,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CS,2009,23000,3345,ARARANGUA
2010Fi10070,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CS,2010,24000,1431,ARARANGUA
2010Fi2949,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CS,2010,25000,1337,ARARAQUARA
2012Fi15179,Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CS,2012,26000,12623,ARARAQUARA
2015Fi20531,Fiat,Strada Trekking 1.6 16V Flex CD,2015,58000,16975,ARARAQUARA
2015Fi8939,Fiat,Strada Trekking 1.6 16V Flex CD,2015,53000,32700,ARARUAMA
1999Fi19209,Fiat,Strada Trekking 1.6 mpi,1999,10000,3391,ARAUCARIA
2005Fi11475,Fiat,Strada Trekking 1.8 mpi Flex 8V CE,2005,20000,16010,ARAUCARIA
2005Fi1430,Fiat,Strada Trekking 1.8 mpi Flex 8V CE,2005,17947,24270,ARAUCARIA
2005Fi21943,Fiat,Strada Trekking 1.8 mpi Flex 8V CE,2005,20500,18584,ARAXA
2005Fi2861,Fiat,Strada Trekking 1.8 mpi Flex 8V CE,2005,18000,19828,ARMACAO DOS BÚZIOS
2009Fi6854,Fiat,Strada Trekking 1.8 mpi Flex 8V CE,2009,22000,4509,ARRAIAL DO CABO
2010Fi1783,Fiat,Strada Trekking 1.8 mpi Flex 8V CE,2010,40000,7153,ARTUR NOGUEIRA
2010Fi8534,Fiat,Strada Trekking 1.8 mpi Flex 8V CE,2010,30000,9810,ASSIS
2005Fi10773,Fiat,Strada Trekking 1.8 mpi Flex 8V CS,2005,22000,16196,ATALAIA
2010Fi12121,Fiat,Strada Trekking 1.8 mpi Flex 8V CS,2010,17000,21025,BALNEARIO BARRA DO SUL
2010Fi17258,Fiat,Strada Trekking 1.8 mpi Flex 8V CS,2010,33000,30874,BANABUIU
2010Fi6954,Fiat,Strada Trekking 1.8 mpi Flex 8V CS,2010,20000,1412,BARAÚNA
2010Fi6964,Fiat,Strada Trekking 1.8 mpi Flex 8V CS,2010,32000,12325,BARBALHA
2012Fi14837,Fiat,Strada Trekking 1.8 mpi Flex 8V CS,2012,31000,17546,BARRA BONITA
2010Fi2169,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2010,30000,5087,BARRA DO PIRAI
2010Fi28707,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2010,35000,7099,BARRA MANSA
2011Fi27399,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2011,32000,8520,BARRET0S
2012Fi1593,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2012,35000,9453,BARRETOS
2012Fi17580,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2012,40000,1247,BARUERI
2012Fi30599,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2012,36000,3841,BARUERI
2012Fi4737,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2012,35000,4596,BARUERI
2013Fi1252,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2013,35000,10682,BARUERI
2013Fi16912,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2013,32000,13903,BARUERI
2013Fi28166,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2013,31000,15213,BARUERI
2013Fi35000,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2013,35000,1959,BAURU
2013Fi93,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2013,45000,4921,BAURU
2013Fi9952,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2013,37000,5322,BAURU
2013Fi9960,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2013,36984,17148,BAURU
2014Fi13694,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2014,66000,17383,BAURU
2014Fi24019,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2014,42120,8499,BELEM
2014Fi25263,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2014,29000,23914,BELEM
2014Fi27921,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2014,40000,3185,BELFORD ROXO
2014Fi28274,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2014,35000,25913,BELFORD ROXO
2014Fi3837,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2014,29000,1214,BELO HORIZONTE
2015Fi14256,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2015,55000,1558,BELO HORIZONTE
2015Fi1492,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2015,50000,5831,BELO HORIZONTE
2015Fi1992,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2015,60000,7976,BELO HORIZONTE
2015Fi2256,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2015,45000,10027,BELO HORIZONTE
2015Fi25162,Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,2015,40000,10476,BELO HORIZONTE
2010Fi28996,Fiat,Strada Working 1.4 mpi Fire Flex 8V CE,2010,27000,12834,BELO HORIZONTE
2012Fi13253,Fiat,Strada Working 1.4 mpi Fire Flex 8V CE,2012,29000,13117,BELO HORIZONTE
2012Fi31991,Fiat,Strada Working 1.4 mpi Fire Flex 8V CE,2012,30000,16871,BELO HORIZONTE
2014Fi15520,Fiat,Strada Working 1.4 mpi Fire Flex 8V CE,2014,36000,17302,BELO HORIZONTE
2014Fi15548,Fiat,Strada Working 1.4 mpi Fire Flex 8V CE,2014,28000,17989,BELO HORIZONTE
2015Fi11356,Fiat,Strada Working 1.4 mpi Fire Flex 8V CE,2015,48000,28119,BELO HORIZONTE
2016Fi30696,Fiat,Strada Working 1.4 mpi Fire Flex 8V CE,2016,46000,28258,BELO HORIZONTE
2016Fi3302,Fiat,Strada Working 1.4 mpi Fire Flex 8V CE,2016,19000,28516,BELO HORIZONTE
2010Fi18797,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2010,50000,29482,BELO HORIZONTE
2010Fi26298,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2010,21000,31437,BELO HORIZONTE
2010Fi29935,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2010,35000,31487,BELO HORIZONTE
2011Fi32430,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2011,24000,26872,BETIM
2012Fi26045,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2012,25000,10936,BIGUACU
2012Fi7844,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2012,28000,17747,BIGUACU
2012Fi9377,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2012,28000,5020,BIRIGÜI
2013Fi1265,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2013,28000,18014,BIRIGÜI
2013Fi16449,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2013,28000,12494,BITURUNA
2013Fi18115,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2013,38000,4936,BLUMENAU
2013Fi2969,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2013,24000,5951,BLUMENAU
2013Fi34668,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2013,29800,9306,BLUMENAU
2013Fi34671,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2013,28000,17543,BLUMENAU
2013Fi3620,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2013,28000,17661,BLUMENAU
2013Fi876,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2013,33000,21899,BLUMENAU
2014Fi10832,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2014,34000,8880,BOA VISTA DA APARECIDA
2014Fi29381,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2014,50000,9017,BOA VISTA DO INCRA
2014Fi7645,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2014,30000,5103,BOM DESPACHO
2016Fi13489,Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,2016,95000,1732,BOM JARDIM DE MINAS
2001Fi24809,Fiat,Strada Working 1.6 mpi 16V CE,2001,15000,27278,BOM JESUS DA LAPA
2003Fi8517,Fiat,Strada Working 1.8 mpi 8v 103cv CE,2003,17000,13397,BOM JESUS DOS PERDÕES
2004Fi14810,Fiat,Strada Working 1.8 mpi 8V 103cv CS,2004,22000,5096,BOTUCATU
2010Fi3708,Fiat,Strada Working Celeb.1.4 Fire Flex 8V CD,2010,24000,14591,BOTUCATU
